sum_score,click_des_count,liberary_related_count,liberary_unrelated_count,strategy_count,click_restart_count,click_determine_count,related_time,unrelated_time,launch_action_diff,first_des_time,related_time_rate,related_count_rate,strage_rate
0.5,0.0,0.5,0.9,0.75,0.9565217391304348,0.3464566929133858,0.6590909090909091,1.0,0.4365079365079365,0.18128654970760233,0.3333333333333333,0.35714285714285715,0.9206349206349206
0.631578947368421,0.25,0.2,0.5,0.0,0.13043478260869565,0.06299212598425197,0.6477272727272727,0.4224137931034483,0.12698412698412698,0.5409356725146199,0.5377358490566038,0.2857142857142857,0.0
0.631578947368421,0.0,0.1,0.2,0.375,0.21739130434782608,0.07874015748031496,0.20454545454545456,0.2413793103448276,0.07142857142857142,0.0,0.391304347826087,0.3333333333333333,1.0
0.0,0.0,0.2,0.7,0.625,0.5217391304347826,0.9133858267716536,0.10227272727272728,0.1724137931034483,0.07936507936507936,0.10818713450292397,0.3103448275862069,0.2222222222222222,0.35802469135802467
0.8947368421052632,0.25,0.2,0.2,0.0,0.043478260869565216,0.29133858267716534,0.375,0.14655172413793102,0.23015873015873015,0.11988304093567251,0.66,0.5,0.0
0.2631578947368421,0.0,0.5,0.7,0.0,0.0,0.1968503937007874,0.375,0.7068965517241379,0.7380952380952381,0.17251461988304093,0.28695652173913044,0.4166666666666667,0.0
0.7631578947368421,0.5,0.3,0.8,0.6875,0.0,0.3937007874015748,0.26136363636363635,0.21551724137931033,1.0,0.22807017543859648,0.4791666666666667,0.2727272727272727,0.7705314009661836
0.7894736842105263,0.0,0.2,0.2,0.0,0.0,0.10236220472440945,0.09090909090909091,0.25,0.15873015873015872,0.049707602339181284,0.21621621621621623,0.5,0.0
0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.08661417322834646,0.0,0.0,0.2857142857142857,0.17543859649122806,0.0,0.0,0.0
0.631578947368421,0.25,1.0,1.0,0.0,0.043478260869565216,0.2440944881889764,0.7159090909090909,0.8879310344827587,0.7579365079365079,0.1111111111111111,0.3795180722891566,0.5,0.0
0.7105263157894737,0.0,0.0,0.1,0.125,0.043478260869565216,0.08661417322834646,0.0,0.034482758620689655,0.21031746031746032,0.1286549707602339,0.0,0.0,0.32222222222222224
0.2631578947368421,0.0,0.0,0.0,0.0,0.043478260869565216,0.11023622047244094,0.0,0.0,0.25793650793650796,0.11695906432748537,0.0,0.0,0.0
0.8947368421052632,0.0,0.0,0.1,0.875,0.17391304347826086,0.3858267716535433,0.0,0.46551724137931033,0.7063492063492064,0.15789473684210525,0.0,0.0,0.9950980392156863
0.8947368421052632,0.0,0.6,0.9,1.0,0.30434782608695654,0.5196850393700787,0.4090909090909091,0.2672413793103448,0.23015873015873015,0.07309941520467836,0.5373134328358209,0.4,0.9098039215686274
0.3684210526315789,0.0,0.0,0.0,0.1875,0.08695652173913043,0.08661417322834646,0.0,0.0,0.01984126984126984,0.043859649122807015,0.0,0.0,0.4833333333333334
0.7631578947368421,0.0,0.3,0.7,0.375,0.0,0.29133858267716534,0.4659090909090909,0.9051724137931034,0.44841269841269843,0.25146198830409355,0.2808219178082192,0.3,0.5178571428571428
0.13157894736842105,0.5,0.1,0.4,0.875,0.30434782608695654,0.7007874015748031,0.03409090909090909,0.3275862068965517,0.24603174603174602,0.10526315789473684,0.07317073170731707,0.2,0.6265432098765432
0.39473684210526316,0.0,0.2,0.2,0.0,0.17391304347826086,0.28346456692913385,0.3977272727272727,0.0603448275862069,0.18253968253968253,0.06140350877192982,0.8333333333333334,0.5,0.0
0.5,1.0,0.2,0.4,0.375,0.17391304347826086,0.4251968503937008,0.14772727272727273,0.2672413793103448,0.0,0.4415204678362573,0.29545454545454547,0.3333333333333333,0.3972602739726027
0.5526315789473685,0.25,0.0,0.1,0.0,0.0,0.015748031496062992,0.0,0.07758620689655173,0.18253968253968253,0.1111111111111111,0.0,0.0,0.0
0.631578947368421,0.0,0.0,0.1,0.1875,0.08695652173913043,0.11811023622047244,0.0,0.02586206896551724,0.09126984126984126,0.06725146198830409,0.0,0.0,0.42647058823529416
0.2631578947368421,0.5,0.1,0.6,0.0,0.13043478260869565,0.28346456692913385,0.125,0.12931034482758622,0.5238095238095238,0.7076023391812866,0.4230769230769231,0.14285714285714285,0.0
0.5263157894736842,0.0,0.1,0.1,0.375,0.2608695652173913,0.1732283464566929,0.045454545454545456,0.0603448275862069,0.3531746031746032,0.014619883040935672,0.36363636363636365,0.5,0.7073170731707317
0.5789473684210527,0.5,0.2,0.6,0.625,0.21739130434782608,0.3228346456692913,0.125,0.1896551724137931,0.1865079365079365,0.11695906432748537,0.3333333333333333,0.25,0.8055555555555555
0.631578947368421,0.0,0.2,0.4,0.0,0.0,0.11811023622047244,0.10227272727272728,0.10344827586206896,0.12301587301587301,0.029239766081871343,0.42857142857142855,0.3333333333333333,0.0
0.8421052631578947,0.75,0.2,0.0,0.0,0.043478260869565216,0.1889763779527559,0.4090909090909091,0.0,0.21825396825396826,0.1608187134502924,1.0,1.0,0.0
0.5263157894736842,0.5,0.4,0.4,0.625,0.5217391304347826,0.5275590551181102,0.5113636363636364,0.3706896551724138,0.8571428571428571,0.16666666666666666,0.5113636363636364,0.5,0.562015503875969
0.7105263157894737,0.0,0.1,0.2,0.0,0.0,0.09448818897637795,0.0,0.13793103448275862,0.42857142857142855,0.1286549707602339,0.0,0.3333333333333333,0.0
0.631578947368421,0.5,0.2,0.1,0.5625,0.0,0.3543307086614173,0.26136363636363635,0.12931034482758622,0.3373015873015873,0.16666666666666666,0.6052631578947368,0.6666666666666666,0.6796875
0.6578947368421053,0.5,0.4,0.3,0.125,0.08695652173913043,0.12598425196850394,0.4659090909090909,0.1810344827586207,0.10317460317460317,0.1023391812865497,0.6612903225806451,0.5714285714285714,0.2761904761904762
0.9210526315789473,0.0,0.5,0.4,0.8125,0.043478260869565216,0.4645669291338583,0.45454545454545453,0.2413793103448276,0.051587301587301584,0.10526315789473684,0.5882352941176471,0.5555555555555556,0.8055555555555555
0.3684210526315789,0.0,0.3,0.6,0.4375,0.2608695652173913,0.3700787401574803,0.7613636363636364,0.3879310344827586,0.5515873015873016,0.06432748538011696,0.5982142857142857,0.3333333333333333,0.5126262626262627
0.8947368421052632,0.5,0.0,0.1,0.1875,0.08695652173913043,0.1889763779527559,0.0,0.07758620689655173,0.14285714285714285,0.049707602339181284,0.0,0.0,0.3372093023255814
0.8947368421052632,0.25,0.0,0.3,0.625,0.30434782608695654,0.4409448818897638,0.0,0.1724137931034483,0.5,1.0,0.0,0.0,0.6444444444444445
0.8947368421052632,0.5,0.6,0.8,0.0,0.0,0.25984251968503935,0.5909090909090909,0.3706896551724138,0.8888888888888888,0.195906432748538,0.5473684210526316,0.42857142857142855,0.0
0.9736842105263158,0.0,0.2,0.3,0.3125,0.17391304347826086,0.28346456692913385,0.18181818181818182,0.2672413793103448,0.27380952380952384,0.017543859649122806,0.3404255319148936,0.4,0.4393939393939394
0.7631578947368421,0.75,0.5,0.6,0.0625,0.043478260869565216,0.07086614173228346,0.4431818181818182,0.5086206896551724,0.25396825396825395,0.14327485380116958,0.3979591836734694,0.45454545454545453,0.17261904761904762
0.8947368421052632,0.25,0.0,0.0,0.25,0.2608695652173913,0.11811023622047244,0.0,0.0,0.10317460317460317,0.07017543859649122,0.0,0.0,0.5686274509803921
0.8421052631578947,0.0,0.4,0.6,0.0625,0.0,0.23622047244094488,0.2727272727272727,0.1810344827586207,0.5317460317460317,0.08187134502923976,0.5333333333333333,0.4,0.09863945578231292
0.8947368421052632,0.0,0.0,0.0,0.0,0.043478260869565216,0.1732283464566929,0.0,0.0,0.3412698412698413,0.1608187134502924,0.0,0.0,0.0
0.39473684210526316,0.0,0.2,1.0,0.0625,0.21739130434782608,0.48031496062992124,0.13636363636363635,0.9137931034482759,0.7738095238095238,0.13157894736842105,0.1016949152542373,0.16666666666666666,0.060416666666666674
0.8421052631578947,0.5,0.4,0.1,0.75,0.21739130434782608,0.7637795275590551,0.3409090909090909,0.008620689655172414,0.6984126984126984,0.2222222222222222,0.967741935483871,0.8,0.5
0.5263157894736842,0.5,0.0,0.2,0.0,0.043478260869565216,0.0,0.0,0.3879310344827586,0.8452380952380952,0.049707602339181284,0.0,0.0,0.0
0.6052631578947368,0.0,0.3,0.2,0.0,0.13043478260869565,0.015748031496062992,0.1590909090909091,0.11206896551724138,0.3373015873015873,0.10818713450292397,0.5185185185185185,0.6,0.0
0.7631578947368421,0.0,0.6,0.7,0.25,0.30434782608695654,0.29133858267716534,0.3409090909090909,0.6896551724137931,0.5515873015873016,0.16666666666666666,0.2727272727272727,0.46153846153846156,0.34523809523809523
0.5263157894736842,0.75,0.0,0.0,0.3125,0.043478260869565216,0.33070866141732286,0.0,0.0,0.2261904761904762,0.16374269005847952,0.0,0.0,0.39617486338797814
0.8421052631578947,0.0,0.0,0.0,0.125,0.0,0.023622047244094488,0.0,0.0,0.25396825396825395,0.1695906432748538,0.0,0.0,0.4393939393939394
0.631578947368421,0.75,0.3,0.6,0.4375,0.13043478260869565,0.3937007874015748,0.20454545454545456,0.4224137931034483,0.36507936507936506,0.19883040935672514,0.26865671641791045,0.3333333333333333,0.49033816425120774
0.5263157894736842,0.25,0.4,0.5,0.25,0.043478260869565216,0.3464566929133858,0.36363636363636365,0.3017241379310345,0.19444444444444445,0.09649122807017543,0.47761194029850745,0.4444444444444444,0.30687830687830686
0.47368421052631576,0.0,0.1,0.3,0.5625,0.2608695652173913,0.2755905511811024,0.022727272727272728,0.3620689655172414,0.18253968253968253,0.049707602339181284,0.045454545454545456,0.25,0.8055555555555555
0.7631578947368421,0.5,0.9,0.5,0.5625,0.17391304347826086,0.6141732283464567,1.0,0.2413793103448276,0.14682539682539683,0.11403508771929824,0.7586206896551724,0.6428571428571429,0.4484536082474227
0.631578947368421,0.25,0.6,0.4,0.0625,0.043478260869565216,0.15748031496062992,0.3409090909090909,0.11206896551724138,0.6944444444444444,0.2719298245614035,0.6976744186046512,0.6,0.12393162393162394
0.631578947368421,0.0,0.3,0.2,0.0,0.0,0.05511811023622047,0.2727272727272727,0.017241379310344827,0.5277777777777778,0.13450292397660818,0.9230769230769231,0.6,0.0
0.7368421052631579,0.0,0.3,0.5,0.4375,0.0,0.44881889763779526,0.3068181818181818,0.39655172413793105,0.5277777777777778,0.1111111111111111,0.3698630136986301,0.375,0.4451754385964912
0.8947368421052632,0.75,0.0,0.2,0.0,0.21739130434782608,0.1968503937007874,0.0,0.09482758620689655,0.04365079365079365,0.07894736842105263,0.0,0.0,0.0
0.2894736842105263,0.75,0.2,0.4,0.25,0.21739130434782608,0.2047244094488189,0.2159090909090909,0.27586206896551724,0.2896825396825397,0.09064327485380116,0.37254901960784315,0.3333333333333333,0.42962962962962964
0.8421052631578947,0.0,0.2,0.1,0.75,0.08695652173913043,1.0,0.2159090909090909,0.07758620689655173,0.17857142857142858,0.1783625730994152,0.6785714285714286,0.6666666666666666,0.3972602739726027
0.5,0.25,0.4,0.9,0.875,0.21739130434782608,0.7795275590551181,0.3068181818181818,0.5086206896551724,0.5277777777777778,0.3508771929824561,0.313953488372093,0.3076923076923077,0.5734463276836158
0.8947368421052632,0.0,0.0,0.1,0.1875,0.0,0.1968503937007874,0.0,0.05172413793103448,0.11904761904761904,0.05555555555555555,0.0,0.0,0.32954545454545453
0.5,0.25,0.2,0.5,0.1875,1.0,0.33070866141732286,0.1590909090909091,0.31896551724137934,0.21428571428571427,0.09064327485380116,0.27450980392156865,0.2857142857142857,0.23770491803278687
