sum_score,click_des_count,liberary_related_count,liberary_unrelated_count,strategy_count,click_restart_count,click_determine_count,related_time,unrelated_time,launch_action_diff,first_des_time,related_time_rate,related_count_rate,strage_rate
0.6486486486486487,0.25,0.2,0.5,0.0,0.25,0.06299212598425197,0.6477272727272727,0.46226415094339623,0.12698412698412698,0.7644628099173554,0.5377358490566038,0.2857142857142857,0.0
0.6486486486486487,0.0,0.1,0.2,0.375,0.4166666666666667,0.07874015748031496,0.20454545454545456,0.2641509433962264,0.07142857142857142,0.0,0.391304347826087,0.3333333333333333,1.0
0.0,0.0,0.2,0.7,0.625,1.0,0.9133858267716536,0.10227272727272728,0.18867924528301888,0.07936507936507936,0.15289256198347106,0.3103448275862069,0.2222222222222222,0.35802469135802467
0.918918918918919,0.25,0.2,0.2,0.0,0.08333333333333333,0.29133858267716534,0.375,0.16037735849056603,0.23015873015873015,0.16942148760330578,0.66,0.5,0.0
0.2702702702702703,0.0,0.5,0.7,0.0,0.0,0.1968503937007874,0.375,0.7735849056603774,0.7380952380952381,0.24380165289256198,0.28695652173913044,0.4166666666666667,0.0
0.7837837837837838,0.5,0.3,0.8,0.6875,0.0,0.3937007874015748,0.26136363636363635,0.2358490566037736,1.0,0.32231404958677684,0.4791666666666667,0.2727272727272727,0.7705314009661836
0.8108108108108109,0.0,0.2,0.2,0.0,0.0,0.10236220472440945,0.09090909090909091,0.27358490566037735,0.15873015873015872,0.07024793388429752,0.21621621621621623,0.5,0.0
0.6486486486486487,0.25,1.0,1.0,0.0,0.08333333333333333,0.2440944881889764,0.7159090909090909,0.9716981132075472,0.7579365079365079,0.15702479338842976,0.3795180722891566,0.5,0.0
0.7297297297297297,0.0,0.0,0.1,0.125,0.08333333333333333,0.08661417322834646,0.0,0.03773584905660377,0.21031746031746032,0.18181818181818182,0.0,0.0,0.32222222222222224
0.2702702702702703,0.0,0.0,0.0,0.0,0.08333333333333333,0.11023622047244094,0.0,0.0,0.25793650793650796,0.1652892561983471,0.0,0.0,0.0
0.918918918918919,0.0,0.6,0.9,1.0,0.5833333333333334,0.5196850393700787,0.4090909090909091,0.29245283018867924,0.23015873015873015,0.10330578512396695,0.5373134328358209,0.4,0.9098039215686274
0.13513513513513514,0.5,0.1,0.4,0.875,0.5833333333333334,0.7007874015748031,0.03409090909090909,0.3584905660377358,0.24603174603174602,0.1487603305785124,0.07317073170731707,0.2,0.6265432098765432
0.5135135135135135,1.0,0.2,0.4,0.375,0.3333333333333333,0.4251968503937008,0.14772727272727273,0.29245283018867924,0.0,0.6239669421487604,0.29545454545454547,0.3333333333333333,0.3972602739726027
0.5675675675675675,0.25,0.0,0.1,0.0,0.0,0.015748031496062992,0.0,0.08490566037735849,0.18253968253968253,0.15702479338842976,0.0,0.0,0.0
0.6486486486486487,0.0,0.0,0.1,0.1875,0.16666666666666666,0.11811023622047244,0.0,0.02830188679245283,0.09126984126984126,0.09504132231404959,0.0,0.0,0.42647058823529416
0.2702702702702703,0.5,0.1,0.6,0.0,0.25,0.28346456692913385,0.125,0.14150943396226415,0.5238095238095238,1.0,0.4230769230769231,0.14285714285714285,0.0
0.6486486486486487,0.0,0.2,0.4,0.0,0.0,0.11811023622047244,0.10227272727272728,0.11320754716981132,0.12301587301587301,0.04132231404958678,0.42857142857142855,0.3333333333333333,0.0
0.8648648648648649,0.75,0.2,0.0,0.0,0.08333333333333333,0.1889763779527559,0.4090909090909091,0.0,0.21825396825396826,0.22727272727272727,1.0,1.0,0.0
0.5405405405405406,0.5,0.4,0.4,0.625,1.0,0.5275590551181102,0.5113636363636364,0.4056603773584906,0.8571428571428571,0.23553719008264462,0.5113636363636364,0.5,0.562015503875969
0.7297297297297297,0.0,0.1,0.2,0.0,0.0,0.09448818897637795,0.0,0.1509433962264151,0.42857142857142855,0.18181818181818182,0.0,0.3333333333333333,0.0
